"uSeed","l2.dist","Model","N","phi","T","sim.Seed","Rep","sim.Path","sim.File","iter","thin","fit.Path","fit.File"
483308,"Gaussian","DAR",100,0.4,100,0,48,"self-sim_dar","sim_uSeed-483308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-48.rds",2000,5,"self-sim_dar","fit_uSeed-483308_iter-2000_thin-5_Rep-48.rds"
483315,"Chi2","DAR",100,0.4,100,0,48,"self-sim_dar","sim_uSeed-483315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-48.rds",2000,5,"self-sim_dar","fit_uSeed-483315_iter-2000_thin-5_Rep-48.rds"
493308,"Gaussian","DAR",100,0.4,100,0,49,"self-sim_dar","sim_uSeed-493308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-49.rds",2000,5,"self-sim_dar","fit_uSeed-493308_iter-2000_thin-5_Rep-49.rds"
493315,"Chi2","DAR",100,0.4,100,0,49,"self-sim_dar","sim_uSeed-493315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-49.rds",2000,5,"self-sim_dar","fit_uSeed-493315_iter-2000_thin-5_Rep-49.rds"
503308,"Gaussian","DAR",100,0.4,100,0,50,"self-sim_dar","sim_uSeed-503308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-50.rds",2000,5,"self-sim_dar","fit_uSeed-503308_iter-2000_thin-5_Rep-50.rds"
503315,"Chi2","DAR",100,0.4,100,0,50,"self-sim_dar","sim_uSeed-503315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-50.rds",2000,5,"self-sim_dar","fit_uSeed-503315_iter-2000_thin-5_Rep-50.rds"
513308,"Gaussian","DAR",100,0.4,100,0,51,"self-sim_dar","sim_uSeed-513308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-51.rds",2000,5,"self-sim_dar","fit_uSeed-513308_iter-2000_thin-5_Rep-51.rds"
513315,"Chi2","DAR",100,0.4,100,0,51,"self-sim_dar","sim_uSeed-513315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-51.rds",2000,5,"self-sim_dar","fit_uSeed-513315_iter-2000_thin-5_Rep-51.rds"
523308,"Gaussian","DAR",100,0.4,100,0,52,"self-sim_dar","sim_uSeed-523308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-52.rds",2000,5,"self-sim_dar","fit_uSeed-523308_iter-2000_thin-5_Rep-52.rds"
523315,"Chi2","DAR",100,0.4,100,0,52,"self-sim_dar","sim_uSeed-523315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-52.rds",2000,5,"self-sim_dar","fit_uSeed-523315_iter-2000_thin-5_Rep-52.rds"
533308,"Gaussian","DAR",100,0.4,100,0,53,"self-sim_dar","sim_uSeed-533308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-53.rds",2000,5,"self-sim_dar","fit_uSeed-533308_iter-2000_thin-5_Rep-53.rds"
533315,"Chi2","DAR",100,0.4,100,0,53,"self-sim_dar","sim_uSeed-533315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-53.rds",2000,5,"self-sim_dar","fit_uSeed-533315_iter-2000_thin-5_Rep-53.rds"
543308,"Gaussian","DAR",100,0.4,100,0,54,"self-sim_dar","sim_uSeed-543308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-54.rds",2000,5,"self-sim_dar","fit_uSeed-543308_iter-2000_thin-5_Rep-54.rds"
543315,"Chi2","DAR",100,0.4,100,0,54,"self-sim_dar","sim_uSeed-543315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-54.rds",2000,5,"self-sim_dar","fit_uSeed-543315_iter-2000_thin-5_Rep-54.rds"
553308,"Gaussian","DAR",100,0.4,100,0,55,"self-sim_dar","sim_uSeed-553308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-55.rds",2000,5,"self-sim_dar","fit_uSeed-553308_iter-2000_thin-5_Rep-55.rds"
553315,"Chi2","DAR",100,0.4,100,0,55,"self-sim_dar","sim_uSeed-553315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-55.rds",2000,5,"self-sim_dar","fit_uSeed-553315_iter-2000_thin-5_Rep-55.rds"
563308,"Gaussian","DAR",100,0.4,100,0,56,"self-sim_dar","sim_uSeed-563308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-56.rds",2000,5,"self-sim_dar","fit_uSeed-563308_iter-2000_thin-5_Rep-56.rds"
563315,"Chi2","DAR",100,0.4,100,0,56,"self-sim_dar","sim_uSeed-563315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-56.rds",2000,5,"self-sim_dar","fit_uSeed-563315_iter-2000_thin-5_Rep-56.rds"
573308,"Gaussian","DAR",100,0.4,100,0,57,"self-sim_dar","sim_uSeed-573308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-57.rds",2000,5,"self-sim_dar","fit_uSeed-573308_iter-2000_thin-5_Rep-57.rds"
573315,"Chi2","DAR",100,0.4,100,0,57,"self-sim_dar","sim_uSeed-573315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-57.rds",2000,5,"self-sim_dar","fit_uSeed-573315_iter-2000_thin-5_Rep-57.rds"
583308,"Gaussian","DAR",100,0.4,100,0,58,"self-sim_dar","sim_uSeed-583308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-58.rds",2000,5,"self-sim_dar","fit_uSeed-583308_iter-2000_thin-5_Rep-58.rds"
583315,"Chi2","DAR",100,0.4,100,0,58,"self-sim_dar","sim_uSeed-583315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-58.rds",2000,5,"self-sim_dar","fit_uSeed-583315_iter-2000_thin-5_Rep-58.rds"
593308,"Gaussian","DAR",100,0.4,100,0,59,"self-sim_dar","sim_uSeed-593308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-59.rds",2000,5,"self-sim_dar","fit_uSeed-593308_iter-2000_thin-5_Rep-59.rds"
593315,"Chi2","DAR",100,0.4,100,0,59,"self-sim_dar","sim_uSeed-593315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-59.rds",2000,5,"self-sim_dar","fit_uSeed-593315_iter-2000_thin-5_Rep-59.rds"
603308,"Gaussian","DAR",100,0.4,100,0,60,"self-sim_dar","sim_uSeed-603308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-60.rds",2000,5,"self-sim_dar","fit_uSeed-603308_iter-2000_thin-5_Rep-60.rds"
603315,"Chi2","DAR",100,0.4,100,0,60,"self-sim_dar","sim_uSeed-603315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-60.rds",2000,5,"self-sim_dar","fit_uSeed-603315_iter-2000_thin-5_Rep-60.rds"
613308,"Gaussian","DAR",100,0.4,100,0,61,"self-sim_dar","sim_uSeed-613308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-61.rds",2000,5,"self-sim_dar","fit_uSeed-613308_iter-2000_thin-5_Rep-61.rds"
613315,"Chi2","DAR",100,0.4,100,0,61,"self-sim_dar","sim_uSeed-613315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-61.rds",2000,5,"self-sim_dar","fit_uSeed-613315_iter-2000_thin-5_Rep-61.rds"
623308,"Gaussian","DAR",100,0.4,100,0,62,"self-sim_dar","sim_uSeed-623308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-62.rds",2000,5,"self-sim_dar","fit_uSeed-623308_iter-2000_thin-5_Rep-62.rds"
623315,"Chi2","DAR",100,0.4,100,0,62,"self-sim_dar","sim_uSeed-623315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-62.rds",2000,5,"self-sim_dar","fit_uSeed-623315_iter-2000_thin-5_Rep-62.rds"
633308,"Gaussian","DAR",100,0.4,100,0,63,"self-sim_dar","sim_uSeed-633308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-63.rds",2000,5,"self-sim_dar","fit_uSeed-633308_iter-2000_thin-5_Rep-63.rds"
633315,"Chi2","DAR",100,0.4,100,0,63,"self-sim_dar","sim_uSeed-633315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-63.rds",2000,5,"self-sim_dar","fit_uSeed-633315_iter-2000_thin-5_Rep-63.rds"
643308,"Gaussian","DAR",100,0.4,100,0,64,"self-sim_dar","sim_uSeed-643308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-64.rds",2000,5,"self-sim_dar","fit_uSeed-643308_iter-2000_thin-5_Rep-64.rds"
643315,"Chi2","DAR",100,0.4,100,0,64,"self-sim_dar","sim_uSeed-643315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-64.rds",2000,5,"self-sim_dar","fit_uSeed-643315_iter-2000_thin-5_Rep-64.rds"
653308,"Gaussian","DAR",100,0.4,100,0,65,"self-sim_dar","sim_uSeed-653308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-65.rds",2000,5,"self-sim_dar","fit_uSeed-653308_iter-2000_thin-5_Rep-65.rds"
653315,"Chi2","DAR",100,0.4,100,0,65,"self-sim_dar","sim_uSeed-653315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-65.rds",2000,5,"self-sim_dar","fit_uSeed-653315_iter-2000_thin-5_Rep-65.rds"
663308,"Gaussian","DAR",100,0.4,100,0,66,"self-sim_dar","sim_uSeed-663308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-66.rds",2000,5,"self-sim_dar","fit_uSeed-663308_iter-2000_thin-5_Rep-66.rds"
663315,"Chi2","DAR",100,0.4,100,0,66,"self-sim_dar","sim_uSeed-663315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-66.rds",2000,5,"self-sim_dar","fit_uSeed-663315_iter-2000_thin-5_Rep-66.rds"
673308,"Gaussian","DAR",100,0.4,100,0,67,"self-sim_dar","sim_uSeed-673308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-67.rds",2000,5,"self-sim_dar","fit_uSeed-673308_iter-2000_thin-5_Rep-67.rds"
673315,"Chi2","DAR",100,0.4,100,0,67,"self-sim_dar","sim_uSeed-673315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-67.rds",2000,5,"self-sim_dar","fit_uSeed-673315_iter-2000_thin-5_Rep-67.rds"
683308,"Gaussian","DAR",100,0.4,100,0,68,"self-sim_dar","sim_uSeed-683308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-68.rds",2000,5,"self-sim_dar","fit_uSeed-683308_iter-2000_thin-5_Rep-68.rds"
683315,"Chi2","DAR",100,0.4,100,0,68,"self-sim_dar","sim_uSeed-683315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-68.rds",2000,5,"self-sim_dar","fit_uSeed-683315_iter-2000_thin-5_Rep-68.rds"
693308,"Gaussian","DAR",100,0.4,100,0,69,"self-sim_dar","sim_uSeed-693308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-69.rds",2000,5,"self-sim_dar","fit_uSeed-693308_iter-2000_thin-5_Rep-69.rds"
693315,"Chi2","DAR",100,0.4,100,0,69,"self-sim_dar","sim_uSeed-693315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-69.rds",2000,5,"self-sim_dar","fit_uSeed-693315_iter-2000_thin-5_Rep-69.rds"
703308,"Gaussian","DAR",100,0.4,100,0,70,"self-sim_dar","sim_uSeed-703308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-70.rds",2000,5,"self-sim_dar","fit_uSeed-703308_iter-2000_thin-5_Rep-70.rds"
703315,"Chi2","DAR",100,0.4,100,0,70,"self-sim_dar","sim_uSeed-703315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-70.rds",2000,5,"self-sim_dar","fit_uSeed-703315_iter-2000_thin-5_Rep-70.rds"
713308,"Gaussian","DAR",100,0.4,100,0,71,"self-sim_dar","sim_uSeed-713308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-71.rds",2000,5,"self-sim_dar","fit_uSeed-713308_iter-2000_thin-5_Rep-71.rds"
713315,"Chi2","DAR",100,0.4,100,0,71,"self-sim_dar","sim_uSeed-713315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-71.rds",2000,5,"self-sim_dar","fit_uSeed-713315_iter-2000_thin-5_Rep-71.rds"
723308,"Gaussian","DAR",100,0.4,100,0,72,"self-sim_dar","sim_uSeed-723308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-72.rds",2000,5,"self-sim_dar","fit_uSeed-723308_iter-2000_thin-5_Rep-72.rds"
723315,"Chi2","DAR",100,0.4,100,0,72,"self-sim_dar","sim_uSeed-723315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-72.rds",2000,5,"self-sim_dar","fit_uSeed-723315_iter-2000_thin-5_Rep-72.rds"
733308,"Gaussian","DAR",100,0.4,100,0,73,"self-sim_dar","sim_uSeed-733308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-73.rds",2000,5,"self-sim_dar","fit_uSeed-733308_iter-2000_thin-5_Rep-73.rds"
733315,"Chi2","DAR",100,0.4,100,0,73,"self-sim_dar","sim_uSeed-733315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-73.rds",2000,5,"self-sim_dar","fit_uSeed-733315_iter-2000_thin-5_Rep-73.rds"
743308,"Gaussian","DAR",100,0.4,100,0,74,"self-sim_dar","sim_uSeed-743308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-74.rds",2000,5,"self-sim_dar","fit_uSeed-743308_iter-2000_thin-5_Rep-74.rds"
743315,"Chi2","DAR",100,0.4,100,0,74,"self-sim_dar","sim_uSeed-743315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-74.rds",2000,5,"self-sim_dar","fit_uSeed-743315_iter-2000_thin-5_Rep-74.rds"
753308,"Gaussian","DAR",100,0.4,100,0,75,"self-sim_dar","sim_uSeed-753308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-75.rds",2000,5,"self-sim_dar","fit_uSeed-753308_iter-2000_thin-5_Rep-75.rds"
753315,"Chi2","DAR",100,0.4,100,0,75,"self-sim_dar","sim_uSeed-753315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-75.rds",2000,5,"self-sim_dar","fit_uSeed-753315_iter-2000_thin-5_Rep-75.rds"
763308,"Gaussian","DAR",100,0.4,100,0,76,"self-sim_dar","sim_uSeed-763308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-76.rds",2000,5,"self-sim_dar","fit_uSeed-763308_iter-2000_thin-5_Rep-76.rds"
763315,"Chi2","DAR",100,0.4,100,0,76,"self-sim_dar","sim_uSeed-763315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-76.rds",2000,5,"self-sim_dar","fit_uSeed-763315_iter-2000_thin-5_Rep-76.rds"
773308,"Gaussian","DAR",100,0.4,100,0,77,"self-sim_dar","sim_uSeed-773308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-77.rds",2000,5,"self-sim_dar","fit_uSeed-773308_iter-2000_thin-5_Rep-77.rds"
773315,"Chi2","DAR",100,0.4,100,0,77,"self-sim_dar","sim_uSeed-773315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-77.rds",2000,5,"self-sim_dar","fit_uSeed-773315_iter-2000_thin-5_Rep-77.rds"
783308,"Gaussian","DAR",100,0.4,100,0,78,"self-sim_dar","sim_uSeed-783308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-78.rds",2000,5,"self-sim_dar","fit_uSeed-783308_iter-2000_thin-5_Rep-78.rds"
783315,"Chi2","DAR",100,0.4,100,0,78,"self-sim_dar","sim_uSeed-783315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-78.rds",2000,5,"self-sim_dar","fit_uSeed-783315_iter-2000_thin-5_Rep-78.rds"
793308,"Gaussian","DAR",100,0.4,100,0,79,"self-sim_dar","sim_uSeed-793308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-79.rds",2000,5,"self-sim_dar","fit_uSeed-793308_iter-2000_thin-5_Rep-79.rds"
793315,"Chi2","DAR",100,0.4,100,0,79,"self-sim_dar","sim_uSeed-793315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-79.rds",2000,5,"self-sim_dar","fit_uSeed-793315_iter-2000_thin-5_Rep-79.rds"
803308,"Gaussian","DAR",100,0.4,100,0,80,"self-sim_dar","sim_uSeed-803308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-80.rds",2000,5,"self-sim_dar","fit_uSeed-803308_iter-2000_thin-5_Rep-80.rds"
803315,"Chi2","DAR",100,0.4,100,0,80,"self-sim_dar","sim_uSeed-803315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-80.rds",2000,5,"self-sim_dar","fit_uSeed-803315_iter-2000_thin-5_Rep-80.rds"
813308,"Gaussian","DAR",100,0.4,100,0,81,"self-sim_dar","sim_uSeed-813308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-81.rds",2000,5,"self-sim_dar","fit_uSeed-813308_iter-2000_thin-5_Rep-81.rds"
813315,"Chi2","DAR",100,0.4,100,0,81,"self-sim_dar","sim_uSeed-813315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-81.rds",2000,5,"self-sim_dar","fit_uSeed-813315_iter-2000_thin-5_Rep-81.rds"
823308,"Gaussian","DAR",100,0.4,100,0,82,"self-sim_dar","sim_uSeed-823308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-82.rds",2000,5,"self-sim_dar","fit_uSeed-823308_iter-2000_thin-5_Rep-82.rds"
823315,"Chi2","DAR",100,0.4,100,0,82,"self-sim_dar","sim_uSeed-823315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-82.rds",2000,5,"self-sim_dar","fit_uSeed-823315_iter-2000_thin-5_Rep-82.rds"
833308,"Gaussian","DAR",100,0.4,100,0,83,"self-sim_dar","sim_uSeed-833308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-83.rds",2000,5,"self-sim_dar","fit_uSeed-833308_iter-2000_thin-5_Rep-83.rds"
833315,"Chi2","DAR",100,0.4,100,0,83,"self-sim_dar","sim_uSeed-833315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-83.rds",2000,5,"self-sim_dar","fit_uSeed-833315_iter-2000_thin-5_Rep-83.rds"
843308,"Gaussian","DAR",100,0.4,100,0,84,"self-sim_dar","sim_uSeed-843308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-84.rds",2000,5,"self-sim_dar","fit_uSeed-843308_iter-2000_thin-5_Rep-84.rds"
843315,"Chi2","DAR",100,0.4,100,0,84,"self-sim_dar","sim_uSeed-843315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-84.rds",2000,5,"self-sim_dar","fit_uSeed-843315_iter-2000_thin-5_Rep-84.rds"
853308,"Gaussian","DAR",100,0.4,100,0,85,"self-sim_dar","sim_uSeed-853308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-85.rds",2000,5,"self-sim_dar","fit_uSeed-853308_iter-2000_thin-5_Rep-85.rds"
853315,"Chi2","DAR",100,0.4,100,0,85,"self-sim_dar","sim_uSeed-853315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-85.rds",2000,5,"self-sim_dar","fit_uSeed-853315_iter-2000_thin-5_Rep-85.rds"
863308,"Gaussian","DAR",100,0.4,100,0,86,"self-sim_dar","sim_uSeed-863308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-86.rds",2000,5,"self-sim_dar","fit_uSeed-863308_iter-2000_thin-5_Rep-86.rds"
863315,"Chi2","DAR",100,0.4,100,0,86,"self-sim_dar","sim_uSeed-863315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-86.rds",2000,5,"self-sim_dar","fit_uSeed-863315_iter-2000_thin-5_Rep-86.rds"
873308,"Gaussian","DAR",100,0.4,100,0,87,"self-sim_dar","sim_uSeed-873308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-87.rds",2000,5,"self-sim_dar","fit_uSeed-873308_iter-2000_thin-5_Rep-87.rds"
873315,"Chi2","DAR",100,0.4,100,0,87,"self-sim_dar","sim_uSeed-873315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-87.rds",2000,5,"self-sim_dar","fit_uSeed-873315_iter-2000_thin-5_Rep-87.rds"
883308,"Gaussian","DAR",100,0.4,100,0,88,"self-sim_dar","sim_uSeed-883308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-88.rds",2000,5,"self-sim_dar","fit_uSeed-883308_iter-2000_thin-5_Rep-88.rds"
883315,"Chi2","DAR",100,0.4,100,0,88,"self-sim_dar","sim_uSeed-883315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-88.rds",2000,5,"self-sim_dar","fit_uSeed-883315_iter-2000_thin-5_Rep-88.rds"
893308,"Gaussian","DAR",100,0.4,100,0,89,"self-sim_dar","sim_uSeed-893308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-89.rds",2000,5,"self-sim_dar","fit_uSeed-893308_iter-2000_thin-5_Rep-89.rds"
893315,"Chi2","DAR",100,0.4,100,0,89,"self-sim_dar","sim_uSeed-893315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-89.rds",2000,5,"self-sim_dar","fit_uSeed-893315_iter-2000_thin-5_Rep-89.rds"
903308,"Gaussian","DAR",100,0.4,100,0,90,"self-sim_dar","sim_uSeed-903308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-90.rds",2000,5,"self-sim_dar","fit_uSeed-903308_iter-2000_thin-5_Rep-90.rds"
903315,"Chi2","DAR",100,0.4,100,0,90,"self-sim_dar","sim_uSeed-903315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-90.rds",2000,5,"self-sim_dar","fit_uSeed-903315_iter-2000_thin-5_Rep-90.rds"
913308,"Gaussian","DAR",100,0.4,100,0,91,"self-sim_dar","sim_uSeed-913308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-91.rds",2000,5,"self-sim_dar","fit_uSeed-913308_iter-2000_thin-5_Rep-91.rds"
913315,"Chi2","DAR",100,0.4,100,0,91,"self-sim_dar","sim_uSeed-913315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-91.rds",2000,5,"self-sim_dar","fit_uSeed-913315_iter-2000_thin-5_Rep-91.rds"
923308,"Gaussian","DAR",100,0.4,100,0,92,"self-sim_dar","sim_uSeed-923308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-92.rds",2000,5,"self-sim_dar","fit_uSeed-923308_iter-2000_thin-5_Rep-92.rds"
923315,"Chi2","DAR",100,0.4,100,0,92,"self-sim_dar","sim_uSeed-923315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-92.rds",2000,5,"self-sim_dar","fit_uSeed-923315_iter-2000_thin-5_Rep-92.rds"
933308,"Gaussian","DAR",100,0.4,100,0,93,"self-sim_dar","sim_uSeed-933308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-93.rds",2000,5,"self-sim_dar","fit_uSeed-933308_iter-2000_thin-5_Rep-93.rds"
933315,"Chi2","DAR",100,0.4,100,0,93,"self-sim_dar","sim_uSeed-933315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-93.rds",2000,5,"self-sim_dar","fit_uSeed-933315_iter-2000_thin-5_Rep-93.rds"
943308,"Gaussian","DAR",100,0.4,100,0,94,"self-sim_dar","sim_uSeed-943308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-94.rds",2000,5,"self-sim_dar","fit_uSeed-943308_iter-2000_thin-5_Rep-94.rds"
943315,"Chi2","DAR",100,0.4,100,0,94,"self-sim_dar","sim_uSeed-943315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-94.rds",2000,5,"self-sim_dar","fit_uSeed-943315_iter-2000_thin-5_Rep-94.rds"
953308,"Gaussian","DAR",100,0.4,100,0,95,"self-sim_dar","sim_uSeed-953308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-95.rds",2000,5,"self-sim_dar","fit_uSeed-953308_iter-2000_thin-5_Rep-95.rds"
953315,"Chi2","DAR",100,0.4,100,0,95,"self-sim_dar","sim_uSeed-953315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-95.rds",2000,5,"self-sim_dar","fit_uSeed-953315_iter-2000_thin-5_Rep-95.rds"
963308,"Gaussian","DAR",100,0.4,100,0,96,"self-sim_dar","sim_uSeed-963308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-96.rds",2000,5,"self-sim_dar","fit_uSeed-963308_iter-2000_thin-5_Rep-96.rds"
