"uSeed","l2.dist","Model","N","phi","T","sim.Seed","Rep","sim.Path","sim.File","iter","thin","fit.Path","fit.File"
5733308,"Gaussian","DAR",100,0.4,100,0,573,"self-sim_dar","sim_uSeed-5733308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-573.rds",2000,5,"self-sim_dar","fit_uSeed-5733308_iter-2000_thin-5_Rep-573.rds"
5733315,"Chi2","DAR",100,0.4,100,0,573,"self-sim_dar","sim_uSeed-5733315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-573.rds",2000,5,"self-sim_dar","fit_uSeed-5733315_iter-2000_thin-5_Rep-573.rds"
5743308,"Gaussian","DAR",100,0.4,100,0,574,"self-sim_dar","sim_uSeed-5743308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-574.rds",2000,5,"self-sim_dar","fit_uSeed-5743308_iter-2000_thin-5_Rep-574.rds"
5743315,"Chi2","DAR",100,0.4,100,0,574,"self-sim_dar","sim_uSeed-5743315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-574.rds",2000,5,"self-sim_dar","fit_uSeed-5743315_iter-2000_thin-5_Rep-574.rds"
5753308,"Gaussian","DAR",100,0.4,100,0,575,"self-sim_dar","sim_uSeed-5753308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-575.rds",2000,5,"self-sim_dar","fit_uSeed-5753308_iter-2000_thin-5_Rep-575.rds"
5753315,"Chi2","DAR",100,0.4,100,0,575,"self-sim_dar","sim_uSeed-5753315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-575.rds",2000,5,"self-sim_dar","fit_uSeed-5753315_iter-2000_thin-5_Rep-575.rds"
5763308,"Gaussian","DAR",100,0.4,100,0,576,"self-sim_dar","sim_uSeed-5763308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-576.rds",2000,5,"self-sim_dar","fit_uSeed-5763308_iter-2000_thin-5_Rep-576.rds"
5763315,"Chi2","DAR",100,0.4,100,0,576,"self-sim_dar","sim_uSeed-5763315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-576.rds",2000,5,"self-sim_dar","fit_uSeed-5763315_iter-2000_thin-5_Rep-576.rds"
5773308,"Gaussian","DAR",100,0.4,100,0,577,"self-sim_dar","sim_uSeed-5773308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-577.rds",2000,5,"self-sim_dar","fit_uSeed-5773308_iter-2000_thin-5_Rep-577.rds"
5773315,"Chi2","DAR",100,0.4,100,0,577,"self-sim_dar","sim_uSeed-5773315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-577.rds",2000,5,"self-sim_dar","fit_uSeed-5773315_iter-2000_thin-5_Rep-577.rds"
5783308,"Gaussian","DAR",100,0.4,100,0,578,"self-sim_dar","sim_uSeed-5783308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-578.rds",2000,5,"self-sim_dar","fit_uSeed-5783308_iter-2000_thin-5_Rep-578.rds"
5783315,"Chi2","DAR",100,0.4,100,0,578,"self-sim_dar","sim_uSeed-5783315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-578.rds",2000,5,"self-sim_dar","fit_uSeed-5783315_iter-2000_thin-5_Rep-578.rds"
5793308,"Gaussian","DAR",100,0.4,100,0,579,"self-sim_dar","sim_uSeed-5793308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-579.rds",2000,5,"self-sim_dar","fit_uSeed-5793308_iter-2000_thin-5_Rep-579.rds"
5793315,"Chi2","DAR",100,0.4,100,0,579,"self-sim_dar","sim_uSeed-5793315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-579.rds",2000,5,"self-sim_dar","fit_uSeed-5793315_iter-2000_thin-5_Rep-579.rds"
5803308,"Gaussian","DAR",100,0.4,100,0,580,"self-sim_dar","sim_uSeed-5803308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-580.rds",2000,5,"self-sim_dar","fit_uSeed-5803308_iter-2000_thin-5_Rep-580.rds"
5803315,"Chi2","DAR",100,0.4,100,0,580,"self-sim_dar","sim_uSeed-5803315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-580.rds",2000,5,"self-sim_dar","fit_uSeed-5803315_iter-2000_thin-5_Rep-580.rds"
5813308,"Gaussian","DAR",100,0.4,100,0,581,"self-sim_dar","sim_uSeed-5813308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-581.rds",2000,5,"self-sim_dar","fit_uSeed-5813308_iter-2000_thin-5_Rep-581.rds"
5813315,"Chi2","DAR",100,0.4,100,0,581,"self-sim_dar","sim_uSeed-5813315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-581.rds",2000,5,"self-sim_dar","fit_uSeed-5813315_iter-2000_thin-5_Rep-581.rds"
5823308,"Gaussian","DAR",100,0.4,100,0,582,"self-sim_dar","sim_uSeed-5823308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-582.rds",2000,5,"self-sim_dar","fit_uSeed-5823308_iter-2000_thin-5_Rep-582.rds"
5823315,"Chi2","DAR",100,0.4,100,0,582,"self-sim_dar","sim_uSeed-5823315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-582.rds",2000,5,"self-sim_dar","fit_uSeed-5823315_iter-2000_thin-5_Rep-582.rds"
5833308,"Gaussian","DAR",100,0.4,100,0,583,"self-sim_dar","sim_uSeed-5833308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-583.rds",2000,5,"self-sim_dar","fit_uSeed-5833308_iter-2000_thin-5_Rep-583.rds"
5833315,"Chi2","DAR",100,0.4,100,0,583,"self-sim_dar","sim_uSeed-5833315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-583.rds",2000,5,"self-sim_dar","fit_uSeed-5833315_iter-2000_thin-5_Rep-583.rds"
5843308,"Gaussian","DAR",100,0.4,100,0,584,"self-sim_dar","sim_uSeed-5843308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-584.rds",2000,5,"self-sim_dar","fit_uSeed-5843308_iter-2000_thin-5_Rep-584.rds"
5843315,"Chi2","DAR",100,0.4,100,0,584,"self-sim_dar","sim_uSeed-5843315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-584.rds",2000,5,"self-sim_dar","fit_uSeed-5843315_iter-2000_thin-5_Rep-584.rds"
5853308,"Gaussian","DAR",100,0.4,100,0,585,"self-sim_dar","sim_uSeed-5853308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-585.rds",2000,5,"self-sim_dar","fit_uSeed-5853308_iter-2000_thin-5_Rep-585.rds"
5853315,"Chi2","DAR",100,0.4,100,0,585,"self-sim_dar","sim_uSeed-5853315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-585.rds",2000,5,"self-sim_dar","fit_uSeed-5853315_iter-2000_thin-5_Rep-585.rds"
5863308,"Gaussian","DAR",100,0.4,100,0,586,"self-sim_dar","sim_uSeed-5863308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-586.rds",2000,5,"self-sim_dar","fit_uSeed-5863308_iter-2000_thin-5_Rep-586.rds"
5863315,"Chi2","DAR",100,0.4,100,0,586,"self-sim_dar","sim_uSeed-5863315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-586.rds",2000,5,"self-sim_dar","fit_uSeed-5863315_iter-2000_thin-5_Rep-586.rds"
5873308,"Gaussian","DAR",100,0.4,100,0,587,"self-sim_dar","sim_uSeed-5873308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-587.rds",2000,5,"self-sim_dar","fit_uSeed-5873308_iter-2000_thin-5_Rep-587.rds"
5873315,"Chi2","DAR",100,0.4,100,0,587,"self-sim_dar","sim_uSeed-5873315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-587.rds",2000,5,"self-sim_dar","fit_uSeed-5873315_iter-2000_thin-5_Rep-587.rds"
5883308,"Gaussian","DAR",100,0.4,100,0,588,"self-sim_dar","sim_uSeed-5883308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-588.rds",2000,5,"self-sim_dar","fit_uSeed-5883308_iter-2000_thin-5_Rep-588.rds"
5883315,"Chi2","DAR",100,0.4,100,0,588,"self-sim_dar","sim_uSeed-5883315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-588.rds",2000,5,"self-sim_dar","fit_uSeed-5883315_iter-2000_thin-5_Rep-588.rds"
5893308,"Gaussian","DAR",100,0.4,100,0,589,"self-sim_dar","sim_uSeed-5893308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-589.rds",2000,5,"self-sim_dar","fit_uSeed-5893308_iter-2000_thin-5_Rep-589.rds"
5893315,"Chi2","DAR",100,0.4,100,0,589,"self-sim_dar","sim_uSeed-5893315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-589.rds",2000,5,"self-sim_dar","fit_uSeed-5893315_iter-2000_thin-5_Rep-589.rds"
5903308,"Gaussian","DAR",100,0.4,100,0,590,"self-sim_dar","sim_uSeed-5903308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-590.rds",2000,5,"self-sim_dar","fit_uSeed-5903308_iter-2000_thin-5_Rep-590.rds"
5903315,"Chi2","DAR",100,0.4,100,0,590,"self-sim_dar","sim_uSeed-5903315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-590.rds",2000,5,"self-sim_dar","fit_uSeed-5903315_iter-2000_thin-5_Rep-590.rds"
5913308,"Gaussian","DAR",100,0.4,100,0,591,"self-sim_dar","sim_uSeed-5913308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-591.rds",2000,5,"self-sim_dar","fit_uSeed-5913308_iter-2000_thin-5_Rep-591.rds"
5913315,"Chi2","DAR",100,0.4,100,0,591,"self-sim_dar","sim_uSeed-5913315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-591.rds",2000,5,"self-sim_dar","fit_uSeed-5913315_iter-2000_thin-5_Rep-591.rds"
5923308,"Gaussian","DAR",100,0.4,100,0,592,"self-sim_dar","sim_uSeed-5923308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-592.rds",2000,5,"self-sim_dar","fit_uSeed-5923308_iter-2000_thin-5_Rep-592.rds"
5923315,"Chi2","DAR",100,0.4,100,0,592,"self-sim_dar","sim_uSeed-5923315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-592.rds",2000,5,"self-sim_dar","fit_uSeed-5923315_iter-2000_thin-5_Rep-592.rds"
5933308,"Gaussian","DAR",100,0.4,100,0,593,"self-sim_dar","sim_uSeed-5933308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-593.rds",2000,5,"self-sim_dar","fit_uSeed-5933308_iter-2000_thin-5_Rep-593.rds"
5933315,"Chi2","DAR",100,0.4,100,0,593,"self-sim_dar","sim_uSeed-5933315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-593.rds",2000,5,"self-sim_dar","fit_uSeed-5933315_iter-2000_thin-5_Rep-593.rds"
5943308,"Gaussian","DAR",100,0.4,100,0,594,"self-sim_dar","sim_uSeed-5943308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-594.rds",2000,5,"self-sim_dar","fit_uSeed-5943308_iter-2000_thin-5_Rep-594.rds"
5943315,"Chi2","DAR",100,0.4,100,0,594,"self-sim_dar","sim_uSeed-5943315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-594.rds",2000,5,"self-sim_dar","fit_uSeed-5943315_iter-2000_thin-5_Rep-594.rds"
5953308,"Gaussian","DAR",100,0.4,100,0,595,"self-sim_dar","sim_uSeed-5953308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-595.rds",2000,5,"self-sim_dar","fit_uSeed-5953308_iter-2000_thin-5_Rep-595.rds"
5953315,"Chi2","DAR",100,0.4,100,0,595,"self-sim_dar","sim_uSeed-5953315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-595.rds",2000,5,"self-sim_dar","fit_uSeed-5953315_iter-2000_thin-5_Rep-595.rds"
5963308,"Gaussian","DAR",100,0.4,100,0,596,"self-sim_dar","sim_uSeed-5963308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-596.rds",2000,5,"self-sim_dar","fit_uSeed-5963308_iter-2000_thin-5_Rep-596.rds"
5963315,"Chi2","DAR",100,0.4,100,0,596,"self-sim_dar","sim_uSeed-5963315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-596.rds",2000,5,"self-sim_dar","fit_uSeed-5963315_iter-2000_thin-5_Rep-596.rds"
5973308,"Gaussian","DAR",100,0.4,100,0,597,"self-sim_dar","sim_uSeed-5973308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-597.rds",2000,5,"self-sim_dar","fit_uSeed-5973308_iter-2000_thin-5_Rep-597.rds"
5973315,"Chi2","DAR",100,0.4,100,0,597,"self-sim_dar","sim_uSeed-5973315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-597.rds",2000,5,"self-sim_dar","fit_uSeed-5973315_iter-2000_thin-5_Rep-597.rds"
5983308,"Gaussian","DAR",100,0.4,100,0,598,"self-sim_dar","sim_uSeed-5983308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-598.rds",2000,5,"self-sim_dar","fit_uSeed-5983308_iter-2000_thin-5_Rep-598.rds"
5983315,"Chi2","DAR",100,0.4,100,0,598,"self-sim_dar","sim_uSeed-5983315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-598.rds",2000,5,"self-sim_dar","fit_uSeed-5983315_iter-2000_thin-5_Rep-598.rds"
5993308,"Gaussian","DAR",100,0.4,100,0,599,"self-sim_dar","sim_uSeed-5993308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-599.rds",2000,5,"self-sim_dar","fit_uSeed-5993308_iter-2000_thin-5_Rep-599.rds"
5993315,"Chi2","DAR",100,0.4,100,0,599,"self-sim_dar","sim_uSeed-5993315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-599.rds",2000,5,"self-sim_dar","fit_uSeed-5993315_iter-2000_thin-5_Rep-599.rds"
6003308,"Gaussian","DAR",100,0.4,100,0,600,"self-sim_dar","sim_uSeed-6003308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-600.rds",2000,5,"self-sim_dar","fit_uSeed-6003308_iter-2000_thin-5_Rep-600.rds"
6003315,"Chi2","DAR",100,0.4,100,0,600,"self-sim_dar","sim_uSeed-6003315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-600.rds",2000,5,"self-sim_dar","fit_uSeed-6003315_iter-2000_thin-5_Rep-600.rds"
6013308,"Gaussian","DAR",100,0.4,100,0,601,"self-sim_dar","sim_uSeed-6013308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-601.rds",2000,5,"self-sim_dar","fit_uSeed-6013308_iter-2000_thin-5_Rep-601.rds"
6013315,"Chi2","DAR",100,0.4,100,0,601,"self-sim_dar","sim_uSeed-6013315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-601.rds",2000,5,"self-sim_dar","fit_uSeed-6013315_iter-2000_thin-5_Rep-601.rds"
6023308,"Gaussian","DAR",100,0.4,100,0,602,"self-sim_dar","sim_uSeed-6023308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-602.rds",2000,5,"self-sim_dar","fit_uSeed-6023308_iter-2000_thin-5_Rep-602.rds"
6023315,"Chi2","DAR",100,0.4,100,0,602,"self-sim_dar","sim_uSeed-6023315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-602.rds",2000,5,"self-sim_dar","fit_uSeed-6023315_iter-2000_thin-5_Rep-602.rds"
6033308,"Gaussian","DAR",100,0.4,100,0,603,"self-sim_dar","sim_uSeed-6033308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-603.rds",2000,5,"self-sim_dar","fit_uSeed-6033308_iter-2000_thin-5_Rep-603.rds"
6033315,"Chi2","DAR",100,0.4,100,0,603,"self-sim_dar","sim_uSeed-6033315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-603.rds",2000,5,"self-sim_dar","fit_uSeed-6033315_iter-2000_thin-5_Rep-603.rds"
6043308,"Gaussian","DAR",100,0.4,100,0,604,"self-sim_dar","sim_uSeed-6043308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-604.rds",2000,5,"self-sim_dar","fit_uSeed-6043308_iter-2000_thin-5_Rep-604.rds"
6043315,"Chi2","DAR",100,0.4,100,0,604,"self-sim_dar","sim_uSeed-6043315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-604.rds",2000,5,"self-sim_dar","fit_uSeed-6043315_iter-2000_thin-5_Rep-604.rds"
6053308,"Gaussian","DAR",100,0.4,100,0,605,"self-sim_dar","sim_uSeed-6053308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-605.rds",2000,5,"self-sim_dar","fit_uSeed-6053308_iter-2000_thin-5_Rep-605.rds"
6053315,"Chi2","DAR",100,0.4,100,0,605,"self-sim_dar","sim_uSeed-6053315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-605.rds",2000,5,"self-sim_dar","fit_uSeed-6053315_iter-2000_thin-5_Rep-605.rds"
6063308,"Gaussian","DAR",100,0.4,100,0,606,"self-sim_dar","sim_uSeed-6063308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-606.rds",2000,5,"self-sim_dar","fit_uSeed-6063308_iter-2000_thin-5_Rep-606.rds"
6063315,"Chi2","DAR",100,0.4,100,0,606,"self-sim_dar","sim_uSeed-6063315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-606.rds",2000,5,"self-sim_dar","fit_uSeed-6063315_iter-2000_thin-5_Rep-606.rds"
6073308,"Gaussian","DAR",100,0.4,100,0,607,"self-sim_dar","sim_uSeed-6073308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-607.rds",2000,5,"self-sim_dar","fit_uSeed-6073308_iter-2000_thin-5_Rep-607.rds"
6073315,"Chi2","DAR",100,0.4,100,0,607,"self-sim_dar","sim_uSeed-6073315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-607.rds",2000,5,"self-sim_dar","fit_uSeed-6073315_iter-2000_thin-5_Rep-607.rds"
6083308,"Gaussian","DAR",100,0.4,100,0,608,"self-sim_dar","sim_uSeed-6083308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-608.rds",2000,5,"self-sim_dar","fit_uSeed-6083308_iter-2000_thin-5_Rep-608.rds"
6083315,"Chi2","DAR",100,0.4,100,0,608,"self-sim_dar","sim_uSeed-6083315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-608.rds",2000,5,"self-sim_dar","fit_uSeed-6083315_iter-2000_thin-5_Rep-608.rds"
6093308,"Gaussian","DAR",100,0.4,100,0,609,"self-sim_dar","sim_uSeed-6093308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-609.rds",2000,5,"self-sim_dar","fit_uSeed-6093308_iter-2000_thin-5_Rep-609.rds"
6093315,"Chi2","DAR",100,0.4,100,0,609,"self-sim_dar","sim_uSeed-6093315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-609.rds",2000,5,"self-sim_dar","fit_uSeed-6093315_iter-2000_thin-5_Rep-609.rds"
6103308,"Gaussian","DAR",100,0.4,100,0,610,"self-sim_dar","sim_uSeed-6103308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-610.rds",2000,5,"self-sim_dar","fit_uSeed-6103308_iter-2000_thin-5_Rep-610.rds"
6103315,"Chi2","DAR",100,0.4,100,0,610,"self-sim_dar","sim_uSeed-6103315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-610.rds",2000,5,"self-sim_dar","fit_uSeed-6103315_iter-2000_thin-5_Rep-610.rds"
6113308,"Gaussian","DAR",100,0.4,100,0,611,"self-sim_dar","sim_uSeed-6113308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-611.rds",2000,5,"self-sim_dar","fit_uSeed-6113308_iter-2000_thin-5_Rep-611.rds"
6113315,"Chi2","DAR",100,0.4,100,0,611,"self-sim_dar","sim_uSeed-6113315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-611.rds",2000,5,"self-sim_dar","fit_uSeed-6113315_iter-2000_thin-5_Rep-611.rds"
6123308,"Gaussian","DAR",100,0.4,100,0,612,"self-sim_dar","sim_uSeed-6123308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-612.rds",2000,5,"self-sim_dar","fit_uSeed-6123308_iter-2000_thin-5_Rep-612.rds"
6123315,"Chi2","DAR",100,0.4,100,0,612,"self-sim_dar","sim_uSeed-6123315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-612.rds",2000,5,"self-sim_dar","fit_uSeed-6123315_iter-2000_thin-5_Rep-612.rds"
6133308,"Gaussian","DAR",100,0.4,100,0,613,"self-sim_dar","sim_uSeed-6133308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-613.rds",2000,5,"self-sim_dar","fit_uSeed-6133308_iter-2000_thin-5_Rep-613.rds"
6133315,"Chi2","DAR",100,0.4,100,0,613,"self-sim_dar","sim_uSeed-6133315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-613.rds",2000,5,"self-sim_dar","fit_uSeed-6133315_iter-2000_thin-5_Rep-613.rds"
6143308,"Gaussian","DAR",100,0.4,100,0,614,"self-sim_dar","sim_uSeed-6143308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-614.rds",2000,5,"self-sim_dar","fit_uSeed-6143308_iter-2000_thin-5_Rep-614.rds"
6143315,"Chi2","DAR",100,0.4,100,0,614,"self-sim_dar","sim_uSeed-6143315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-614.rds",2000,5,"self-sim_dar","fit_uSeed-6143315_iter-2000_thin-5_Rep-614.rds"
6153308,"Gaussian","DAR",100,0.4,100,0,615,"self-sim_dar","sim_uSeed-6153308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-615.rds",2000,5,"self-sim_dar","fit_uSeed-6153308_iter-2000_thin-5_Rep-615.rds"
6153315,"Chi2","DAR",100,0.4,100,0,615,"self-sim_dar","sim_uSeed-6153315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-615.rds",2000,5,"self-sim_dar","fit_uSeed-6153315_iter-2000_thin-5_Rep-615.rds"
6163308,"Gaussian","DAR",100,0.4,100,0,616,"self-sim_dar","sim_uSeed-6163308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-616.rds",2000,5,"self-sim_dar","fit_uSeed-6163308_iter-2000_thin-5_Rep-616.rds"
6163315,"Chi2","DAR",100,0.4,100,0,616,"self-sim_dar","sim_uSeed-6163315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-616.rds",2000,5,"self-sim_dar","fit_uSeed-6163315_iter-2000_thin-5_Rep-616.rds"
6173308,"Gaussian","DAR",100,0.4,100,0,617,"self-sim_dar","sim_uSeed-6173308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-617.rds",2000,5,"self-sim_dar","fit_uSeed-6173308_iter-2000_thin-5_Rep-617.rds"
6173315,"Chi2","DAR",100,0.4,100,0,617,"self-sim_dar","sim_uSeed-6173315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-617.rds",2000,5,"self-sim_dar","fit_uSeed-6173315_iter-2000_thin-5_Rep-617.rds"
6183308,"Gaussian","DAR",100,0.4,100,0,618,"self-sim_dar","sim_uSeed-6183308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-618.rds",2000,5,"self-sim_dar","fit_uSeed-6183308_iter-2000_thin-5_Rep-618.rds"
6183315,"Chi2","DAR",100,0.4,100,0,618,"self-sim_dar","sim_uSeed-6183315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-618.rds",2000,5,"self-sim_dar","fit_uSeed-6183315_iter-2000_thin-5_Rep-618.rds"
6193308,"Gaussian","DAR",100,0.4,100,0,619,"self-sim_dar","sim_uSeed-6193308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-619.rds",2000,5,"self-sim_dar","fit_uSeed-6193308_iter-2000_thin-5_Rep-619.rds"
6193315,"Chi2","DAR",100,0.4,100,0,619,"self-sim_dar","sim_uSeed-6193315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-619.rds",2000,5,"self-sim_dar","fit_uSeed-6193315_iter-2000_thin-5_Rep-619.rds"
6203308,"Gaussian","DAR",100,0.4,100,0,620,"self-sim_dar","sim_uSeed-6203308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-620.rds",2000,5,"self-sim_dar","fit_uSeed-6203308_iter-2000_thin-5_Rep-620.rds"
